artists,track_name,popularity,profile,pca_1,pca_2
Skurken;Pede B,Slidte Mure,9,Bailable y positivo,1.0516,0.1348
Arijit Singh;Asees Kaur,Bandeya Rey Bandeya,64,Intenso y oscuro,-0.6936,-0.2533
Mel & Kim,Respectable,57,Bailable y positivo,2.2106,0.5719
Jethro Tull,Aqualung,63,Bailable y positivo,0.1902,0.4662
Kathleen Madigan,Obama,27,Directo y hablado,1.5306,-1.8598
Sarah Jarosz,I Still Haven't Found What I'm Looking For,61,Acústico y calmado,-1.7142,1.9974
Harlan Silverman,Annica,48,Acústico y calmado,-3.7991,-0.0586
negatiiv OG,Auf einmal,38,Intenso y oscuro,0.4008,-0.5025
Billy Joel,You May Be Right,65,Bailable y positivo,1.8798,0.1062
The Gathering,Red Is a Slow Colour,21,Intenso y oscuro,-0.4259,-1.0754
Juan D'Arienzo,Canzoneta,18,Acústico y calmado,-1.4364,0.9513
The Beach Boys,Darlin' - Remastered 2001,57,Bailable y positivo,1.5059,0.945
Power From Hell,Old Metal,20,Intenso y oscuro,-0.5818,-1.618
Danny Daniel,Vuélveme a Querer,31,Bailable y positivo,1.3244,0.6213
Jay Chou,說了再見,54,Acústico y calmado,-1.0098,0.1611
Galy Galiano,Te Olvidaste de Mi,30,Bailable y positivo,1.3433,0.8415
Limão Com Mel,Porque Não Vê - Ao Vivo,37,Directo y hablado,0.5074,-1.7657
Ruvlo;AFTERMYFALL,Chaos In The Confines,40,Intenso y oscuro,0.8151,-1.2149
Giuseppe Verdi;Riccardo Muti;New Philharmonia Orchestra,"Verdi: Aida, Act 2: ""Che veggo! Egli? Mio padre!"" (Aida, Amneris, Radamès, Ramfis, Il Re, Sacerdoti, Popolo, Amonasro)",20,Acústico y calmado,-2.236,0.4104
Nine Inch Nails,Just Like You Imagined,46,Intenso y oscuro,-0.5906,-1.1618
Gideon,out of control,25,Intenso y oscuro,0.9422,-0.8939
Moby;Jim James,Porcelain - Reprise Version,0,Acústico y calmado,-2.6364,-0.2301
Los Rogers,Noches y Dias Perdidos,40,Acústico y calmado,-0.6119,1.2762
Gerson Rufino,Com Ele,44,Bailable y positivo,-0.4968,0.6659
GhostDragon;Daye,karma (ft. Daye),39,Intenso y oscuro,-0.4785,-0.0852
Badfinger,No Matter What - Remastered 2010,67,Bailable y positivo,0.9157,0.5851
Billo's;Los Melódicos,Porro Sabanero,29,Bailable y positivo,1.1104,1.6116
DJ Baby Anne,Take It to the Ground,17,Bailable y positivo,1.4858,0.183
Rodriguinho,Fatalmente - Ao Vivo,44,Intenso y oscuro,0.5351,-0.1671
Burna Boy,Vanilla,65,Directo y hablado,1.5385,0.1884
Swedish House Mafia,Save The World,67,Intenso y oscuro,0.3062,-0.1929
Brett Eldredge,Holy Water,0,Acústico y calmado,-1.0386,0.2736
Gnarls Barkley,Crazy,76,Bailable y positivo,1.2343,1.3045
Obscurity,Naglfar,20,Intenso y oscuro,0.1804,-2.2511
Ricky Rich;Dardan;Zuna,Habibi - German Remix,46,Bailable y positivo,0.5565,0.3668
Planetshakers,My Reason - Live,42,Bailable y positivo,1.6069,-0.4358
TCTS;Nonô,Sorry,52,Bailable y positivo,1.2999,0.4718
Kordian,Siup na zdrowie,29,Bailable y positivo,2.4874,0.3736
Viikate,Huomenta humalaiset,27,Intenso y oscuro,0.8227,-1.4019
Pleasurekraft,Tarantula - Original Mix,47,Intenso y oscuro,-0.0753,-0.3954
Carajo,Ironía - En Vivo,22,Directo y hablado,1.2116,-3.0689
Havoc Mathan;Havoc Naven,Senjuu,26,Bailable y positivo,1.2175,1.0491
Bertocucci Feranzano,XTC Love,15,Directo y hablado,0.7227,-2.3674
Vybz Kartel;Lisa Mercedez,State Evidence (feat. Lisa Mercedes) [Dons],22,Intenso y oscuro,1.0728,-1.3173
Witness the Existence,Enshrined Twice,0,Intenso y oscuro,0.2766,-1.3148
Charlie Walker,Pick Me up on Your Way Down,21,Bailable y positivo,-0.5257,1.8907
LIL GRIPPIE,Znamení,34,Acústico y calmado,-0.9357,1.0107
GHASTLY;Matthew Koma,We Might Fall,46,Intenso y oscuro,-0.399,-1.4213
Helen Sjöholm;Anna Stadling,Julen kan hjälpa,0,Acústico y calmado,-1.2174,-0.9883
Sean Paul,We Be Burnin',61,Bailable y positivo,2.2843,1.6359
Duncan Laurence,Arcade,80,Acústico y calmado,-1.8331,0.7121
JJ Heller,Moon River,53,Acústico y calmado,-2.5649,0.8277
Ralph Stanley,Over In The Gloryland,24,Bailable y positivo,-0.2843,0.5456
DC Breaks;Dave Gibson,Breathe (feat. Dave Gibson),19,Intenso y oscuro,0.2682,-1.5009
Selda Bağcan,Adaletin Bu Mu Dünya,26,Acústico y calmado,-0.9794,-0.0356
Jubin Nautiyal;Payal Dev;Manoj Muntashir,Meri Mai,52,Bailable y positivo,0.7665,0.9931
Domingo Federico,Al compras del corazon,23,Acústico y calmado,-0.8445,2.0362
Cattle Decapitation,Headcheese - 2021 Remastered Version,12,Intenso y oscuro,0.6841,-2.4032
Koo Koo Kanga Roo,Forklift,19,Bailable y positivo,1.4707,-0.0714
Los Auténticos Decadentes;Fernando Ruiz Diaz,Un Osito de Peluche de Taiwán (feat. Fernando Ruiz Díaz) - Vivo en el Palacio de los Deportes,46,Directo y hablado,0.4426,-2.8628
Şebnem Ferah,Değirmenler,38,Intenso y oscuro,-1.2158,-0.425
Lady A,Need You Now,71,Intenso y oscuro,0.0515,-0.3506
Zé Ramalho,Chão de Giz,48,Acústico y calmado,-1.3012,0.1945
Stefanie Sun,逆光,54,Intenso y oscuro,-0.8738,-0.8152
Bedtime Baby,Nap Time,37,Acústico y calmado,-3.6124,0.5601
German Brigante,Marimba,33,Intenso y oscuro,-0.4076,-0.3398
Bad Boy Bill;Gettoblaster;Benjamin Paper,Bang Them Walls,6,Intenso y oscuro,0.2063,-0.1448
Dusty Kid,Here Comes the Techno,0,Intenso y oscuro,0.856,-0.5276
George Jones,I Had You,12,Acústico y calmado,-1.0805,0.6809
Avicii;Sandro Cavazza,Without You,0,Intenso y oscuro,0.8683,-0.1808
Cooltime Kids,A Nightmare On My Street,0,Bailable y positivo,1.5075,0.262
Rod Stewart;Dave Koz,Let It Snow! Let It Snow! Let It Snow!,1,Acústico y calmado,-1.121,1.214
Nando Reis,Só Posso Dizer (São Paulo),46,Bailable y positivo,0.0343,0.9622
Anne Vallayer,Matin,60,Acústico y calmado,-3.5056,0.5955
Zarcort;Eva Ruiz,Más de ti (feat. Eva Ruiz),36,Bailable y positivo,0.7125,1.3349
Otto Knows;Dice Of Nights;Alex Aris,Lover,54,Intenso y oscuro,0.057,-1.0488
Morat,Cuando Nadie Ve,0,Bailable y positivo,1.8841,1.0025
Christopher Titus,The Tako Incident,21,Directo y hablado,1.2513,-2.5941
Mrs Mills,Down at the Old Bull and Bush,11,Bailable y positivo,-0.4826,2.0728
Robert Schumann;Pavel Nersessian,"Carnaval, Op. 9: No. 11, Chiarina (Live in Japan, 2022)",0,Acústico y calmado,-3.5308,0.7145
Gajendra Verma,Ik Kahani,63,Bailable y positivo,1.1515,1.0998
DJ Maurice;Snollebollekes,De Vloer Is Lava,25,Bailable y positivo,1.5783,-0.4593
Octave One,Jazzo,6,Bailable y positivo,0.1027,0.3904
The Chemical Brothers,Swoon,47,Intenso y oscuro,-0.5658,-1.8427
Llorca,Lalo Caught Me Dancin',19,Bailable y positivo,0.4967,0.5026
Rygin King,Maddest Life,25,Bailable y positivo,0.462,0.6216
HammerFall,Built to Last,25,Intenso y oscuro,0.599,-1.2276
Kuana Torres Kahele,Lei O Pi'ilani,21,Acústico y calmado,-1.7403,0.7974
Divya Kumar,Hey Ganaraya,45,Bailable y positivo,0.3589,-0.1522
Karunesh,Solitude,35,Intenso y oscuro,0.3714,0.0671
Los Shadows,R.I.P. House Shows,26,Bailable y positivo,1.077,0.3533
Sudario,Superando Expectativas,45,Bailable y positivo,0.8116,1.1803
Souljah,Badut Cinta,34,Directo y hablado,1.757,0.0566
Popcaan;Drake;PARTYNEXTDOOR,TWIST & TURN (feat. Drake & PARTYNEXTDOOR),64,Bailable y positivo,0.5597,0.5356
Rochak Kohli;Arijit Singh,Tera Yaar Hoon Main,66,Intenso y oscuro,-0.4514,0.3164
Pomplamoose,Bust Your Knee Caps - Johnny Don't Leave Me,65,Intenso y oscuro,0.0767,0.0066
Joe Arroyo,El Palito Del Carnaval,29,Bailable y positivo,1.3903,1.0548
Criolo,Lion Man,46,Bailable y positivo,0.1015,0.4809
Huda Hudia;DJ30A,Break It Down!,13,Intenso y oscuro,0.9726,-0.7834
Booka Shade,Blue Elephant (Contour 4),44,Intenso y oscuro,0.6306,-0.4043
Pain,Shut Your Mouth,59,Intenso y oscuro,1.2155,-0.2462
Roberto Goyeneche;Atilio Stampone y su Orquesta Tipica,Naranjo en Flor (with Atilio Stampone y su Orquesta Tipica),21,Acústico y calmado,-1.3885,1.0107
Sertab Erener,Uyu Yavrum Yine Sabah Oluyor,38,Acústico y calmado,-2.36,1.094
Beshenitar,Slave of this Soil,0,Acústico y calmado,-2.1957,-1.2801
Adriana Varela;Fito Páez;Paula Pomeraniek,La Despedida (feat. Fito Páez & Paula Pomeraniek),23,Acústico y calmado,-2.0451,0.4419
Wet Wet Wet,"Love Is All Around - From ""Four Weddings And A Funeral""",72,Bailable y positivo,0.3248,0.2636
blink-182,All The Small Things,0,Intenso y oscuro,1.2008,-1.0701
Dayseeker,Sleeptalk,63,Directo y hablado,1.0364,-2.4365
Inquisition,Spiritual Plasma Evocation,17,Intenso y oscuro,-0.3844,-1.9925
Periphery,The Way the News Goes...,35,Intenso y oscuro,0.7145,-1.1075
Soheil Soheili;Sina Shoaie,Closure - Live,0,Acústico y calmado,-3.0991,-0.6921
Ella Fitzgerald;The Delta Rhythm Boys,It's Only A Paper Moon,59,Acústico y calmado,-1.3786,2.5472
BABYMETAL,Akatsuki,41,Intenso y oscuro,0.309,-1.4513
Scooter,Enola Gay,22,Intenso y oscuro,0.8986,-1.1837
Kind Kaputt,Alles erreichen,34,Intenso y oscuro,1.5351,-1.2487
Tranquility Piano,Bloody Well Right (From Disney's 'Cruella'),19,Acústico y calmado,-3.7994,0.5491
Raquel dos Teclados,Bateu a Química,43,Bailable y positivo,1.2592,1.9283
Relaxing Music Therapy,Fireplace: Winter,0,Directo y hablado,-2.2745,-2.9243
Pritam;Arijit Singh;Badshah;Jonita Gandhi;Nakash Aziz,The Breakup Song,60,Directo y hablado,2.4406,-0.1457
Los Fabulosos Cadillacs,Destino De Paria - Remasterizado 2008,35,Bailable y positivo,1.0239,0.6036
Patricia Janečková;Orchester Viva Musica!,Lascia chi'o pianga - Rinaldo,31,Acústico y calmado,-2.8059,-0.026
Axero,Breeze,0,Intenso y oscuro,-0.1506,-0.9547
Møme;Merryn Jeann,Aloha,0,Bailable y positivo,0.5911,-0.0213
Old Crow Medicine Show,We Don't Grow Tobacco,27,Bailable y positivo,0.635,2.0364
Twinkz,Dreaming Glory,28,Acústico y calmado,-2.9381,0.2453
Khold,Dystopi,18,Intenso y oscuro,0.0202,-0.9469
Paramore,Misery Business,0,Bailable y positivo,1.4425,-0.106
Lulu Santos,O último romântico,39,Bailable y positivo,0.3306,1.5704
OneRepublic,Wanted,52,Bailable y positivo,0.6549,1.0081
Super Flu,Pantura Feat. She-Ra,25,Intenso y oscuro,0.556,-0.4389
Mohammed Irfan;Arijit Singh;Saim Bhat,"Phir Mohabbat (From ""Murder 2"")",59,Acústico y calmado,-1.4653,0.5089
Samarinen,Walking Away,28,Acústico y calmado,-2.4438,1.9533
David Tao,普通朋友,55,Acústico y calmado,-1.193,1.3061
Oliver Schories;Fredrik Ferrier,Heaven - Oliver Schories Club Mix,43,Intenso y oscuro,0.3268,-0.1671
SAMBATA,Pinnak,56,Bailable y positivo,1.6653,0.3139
Tarek K.I.Z,Liebe,38,Bailable y positivo,0.9973,0.0568
King Diamond,Amon Belongs to Them,26,Intenso y oscuro,0.015,-1.8742
Pritam;Yo Yo Honey Singh;Armaan Malik;Shashwat Singh;Amitabh Bhattacharya,"De Taali (From ""Bhool Bhulaiyaa 2"")",67,Bailable y positivo,1.9268,0.9684
Cássia Eller,All Star - Show Luz Do Solo,39,Acústico y calmado,-2.0257,-0.3484
S3RL;Lexi,Genre Police (feat. Lexi),42,Bailable y positivo,1.7098,-0.0371
TK from Ling tosite sigure,katharsis (TV edit),48,Bailable y positivo,0.7489,-0.0169
Jorge Muñiz,"Popurrí ""Los Panchos""",29,Bailable y positivo,-0.2299,1.1741
Yann Tiersen;Alessandro Simonetto,Porz Goret (Neumann KM 140 Version),17,Acústico y calmado,-4.4752,-0.0236
Yuvan Shankar Raja;Sadhana Sargam,Poi Solla,49,Bailable y positivo,1.2738,0.5355
Sujatha,Vaanampaadiyin,22,Bailable y positivo,1.5119,0.5246
Stabil,Kalender,43,Bailable y positivo,-0.24,0.461
Mehdi Khayami;Kelariz Keshavarz,Mastoor (Solo Flute),0,Acústico y calmado,-3.0575,0.8426
Calvin Harris;Ellie Goulding,Outside (feat. Ellie Goulding),79,Bailable y positivo,0.8265,-0.3116
The Alchemist;Earl Sweatshirt,Loose Change (feat. Earl Sweatshirt),62,Intenso y oscuro,0.2031,-0.3502
Brenda Lee,Rockin' Around The Christmas Tree,0,Bailable y positivo,0.2678,1.5079
Shirley Kwan,難得有情人,47,Bailable y positivo,-0.1887,1.1025
Gen Hoshino,Doraemon,41,Bailable y positivo,1.2378,1.3513
Stonebwoy,Therapy,0,Intenso y oscuro,0.8862,-0.4482
The Roots;John Legend,The Fire,56,Directo y hablado,1.4883,-1.6535
Michael Bublé,I'll Never Not Love You,0,Intenso y oscuro,0.9034,-0.2202
Edi Rock;Bagua Records;Alexandre Carlo;Marcelo Falcão,Abram-se os Caminhos,46,Bailable y positivo,1.8617,0.3097
Henrik Janson,Arioso From Cantata BWV 156,30,Acústico y calmado,-2.6708,1.3719
Seu Jorge,Zé do Caroço (Ao Vivo),38,Bailable y positivo,0.3998,0.3083
Nils August Valentin,Endless Sky,61,Acústico y calmado,-4.1627,0.0969
LeKtriQue;MIDNIGHT CVLT,Full Throttle,37,Intenso y oscuro,0.227,-1.1042
Coiffeur,Mientras Tanto,35,Bailable y positivo,-0.3171,1.5922
Architects,living is killing us,0,Intenso y oscuro,0.7082,-1.8966
Huichol Musical,Cumbia Napapauny,43,Bailable y positivo,1.3403,1.7115
Zella Day,Hypnotic,66,Intenso y oscuro,0.7115,-0.2477
Jim Florentine;Don Jamieson,Solar Panels,24,Directo y hablado,1.4366,-0.8435
Carbon Based Lifeforms,Interloper,43,Acústico y calmado,-2.5002,-0.3624
Overseer,Sparks,16,Intenso y oscuro,-0.8975,0.0598
Simon & Garfunkel,The Sound of Silence,61,Acústico y calmado,-1.8593,1.3881
Inner City,Good Life (Buena Vida) - Tommy Onyx's '88 Revisited Mix,14,Bailable y positivo,1.5928,0.4354
J.J. Cale,Cocaine,0,Bailable y positivo,0.2733,1.4033
Soheil Soheili;Sina Shoaie,Complicated - Live,0,Acústico y calmado,-1.5614,-0.5733
Nirvana,Molly's Lips - BBC John Peel Session 1990,58,Intenso y oscuro,0.6294,-0.7294
Modern Talking,No Face No Name No Number,40,Bailable y positivo,1.8773,0.8029
Sia,Snowman,3,Bailable y positivo,-0.3494,1.004
Kvelertak,Ordsmedar Av Rang,25,Intenso y oscuro,-0.8145,-1.8507
OneRepublic,Burning Bridges,39,Intenso y oscuro,0.2699,-0.3109
Paul Anka,Put Your Head on My Shoulder,64,Acústico y calmado,-1.2214,1.4372
Romeo Void,Just Too Easy,27,Bailable y positivo,1.3209,0.2272
Phlocalyst,Daylight,58,Acústico y calmado,-1.2455,0.7906
Lil Peep,Better Off (Dying),68,Intenso y oscuro,0.2545,-0.823
T. Power,Mercy,19,Intenso y oscuro,0.9166,-1.1164
DJ Cayoo;MC Rodrigo do CN,Fim de Semana Tá Destinado,42,Intenso y oscuro,0.0188,0.044
Mr Eazi;Falz;Major League Djz;DJ Tarico;Joey B,Patek (Remix),0,Bailable y positivo,1.26,0.8543
Cuba Cuba,Dança do vampiro,37,Directo y hablado,1.5903,-1.2345
Matogrosso & Mathias,Pot-Pourri: De Igual Pra Igual / Frente a Frente - Ao Vivo,44,Directo y hablado,-0.2064,-1.8479
Phil Wickham,How Great Is Your Love,41,Intenso y oscuro,-1.0954,-0.2819
Blondie,Call Me,69,Bailable y positivo,1.3697,0.327
Panteon Rococo,Cumbia del Olvido,43,Directo y hablado,1.6705,-1.8723
Farhan Akhtar;Hrithik Roshan;Abhay Deol;Maria Del Mar Fernandez,Senorita,64,Bailable y positivo,1.2606,1.192
Caliajah;Mugas,Fiesta Ganja (feat. Mugas),27,Bailable y positivo,1.7126,1.8801
Jorge Muñiz;Ana Cirré,Vuélveme A Querer,35,Acústico y calmado,-0.5722,1.3116
M83;Anthony Gonzalez;Joseph Trapanese,StarWaves,53,Acústico y calmado,-2.8973,-0.9723
Wu Bai,淚橋,49,Intenso y oscuro,0.2155,0.197
Ilaiyaraaja;Suresh Wadkar,Aye Zindagi Gale Lagaa Le,52,Acústico y calmado,-1.2463,0.3066
Protassov,I Wonder,60,Bailable y positivo,1.0346,0.4719
Santana;Rob Thomas,Smooth (feat. Rob Thomas),67,Bailable y positivo,1.8962,0.374
Lucille Croft;Bad/Love;TMRRW,Kill The Machine (feat. Bad/Love),44,Directo y hablado,1.5015,-2.1704
Netsky,911,21,Intenso y oscuro,0.8695,-1.0427
Anirudh Ravichander,Rolex Theme - Background Score,72,Intenso y oscuro,0.4847,-0.9996
"nothing,nowhere.",pretend,0,Bailable y positivo,1.4344,-0.3854
Above & Beyond,Waltz (ABGT499D3),35,Intenso y oscuro,-1.4579,-2.5232
Amon Amarth,The Great Heathen Army,53,Intenso y oscuro,1.0205,-1.0764
Ed Sheeran,Perfect,87,Intenso y oscuro,-0.5534,0.1325
Ivete Sangalo,O Doce - Ao Vivo Em São Paulo / 2018,39,Bailable y positivo,1.7907,-0.0407
MC Kevinho,Olha A Explosão,70,Bailable y positivo,0.7558,0.624
Swarathma,Mushkil Mein Jeena,34,Acústico y calmado,-0.8798,0.758
Alexandre Desplat;Jean-Yves Thibaudet,Extremely Loud and Incredibly Close,56,Acústico y calmado,-4.0027,0.6483
Solomun;Keinemusik;Adam Port;&ME;Rampa,Never Sleep Again (Keinemusik Remix),21,Intenso y oscuro,0.2764,-0.3502
Napalm Death,Dementia Access,16,Intenso y oscuro,-0.1649,-1.7771
Wolfgang Amadeus Mozart;Richard Galliano,"Flute Quartet in D major, K.285 - Arr. for accordion and strings Richard Galliano: 2a. Adagio - Pt. 1",17,Acústico y calmado,-3.8427,0.591
Ever So Blue,Concepts,53,Acústico y calmado,-3.7168,0.7073
Billo's,Cantares de Navidad,33,Bailable y positivo,-0.2747,1.6141
Seekae,Forest Fire,9,Acústico y calmado,-3.9858,-0.1405
Teide,Sorrisi,57,Acústico y calmado,-3.4327,0.8471
disrupt,An End to White Rule,12,Intenso y oscuro,0.7211,-1.9487
Andrew Lloyd Webber;Victor Mcguire,Don Juan,25,Acústico y calmado,-2.4146,-0.2229
The Red Chord,He Was Dead When I Got There,15,Directo y hablado,-0.3609,-2.3329
SKY WU,特別的愛給特別的你,56,Acústico y calmado,-0.7848,0.8753
Outside Broadcast Recordings,Raining,34,Intenso y oscuro,-0.3399,-2.9362
Hans Zimmer;Lisa Gerrard;Klaus Badelt;Tamara Teirbrood,"""Gladiator"" - Music From The Motion Picture: Now We Are Free",16,Directo y hablado,-2.017,-2.3865
Gramatik,Guitar Madness,19,Intenso y oscuro,0.7158,-0.3999
Justin Bieber;Usher,The Christmas Song (Chestnuts Roasting On An Open Fire),0,Acústico y calmado,-1.1775,0.2911
Jhayco,Christian Dior,1,Bailable y positivo,0.9328,0.8262
Force Mass Motion,Everybody (Let's Go),19,Bailable y positivo,1.5478,-0.1384
The Cars,Just What I Needed,0,Bailable y positivo,1.1616,0.915
Najim Arshad;Saptaparna Chakraborthy,Maanathu Udichathu,28,Bailable y positivo,0.3235,0.4701
Ernest Tubb,Thanks A Lot,55,Bailable y positivo,0.4177,1.1812
Beddy Rays,Week On Repeat,37,Intenso y oscuro,0.4704,-1.5116
Max Enforcer,Gold,21,Intenso y oscuro,-0.8731,-1.1856
Nils Hoffmann,Tiderays,1,Bailable y positivo,0.4665,0.0007
Fejo,Rap Padayali,20,Bailable y positivo,1.5159,0.3446
Peggy Lee,This Is A Very Special Day - Single Version,0,Bailable y positivo,-0.6595,2.5649
Allman Brothers Band,Midnight Rider,72,Bailable y positivo,0.4363,0.6299
Good Morning,On The Street,53,Acústico y calmado,-1.0596,-0.4425
Sabbotage,Wer Mallorca liebt,25,Bailable y positivo,2.0385,0.7218
Karen Wolfe,Sothern Soul Party Mood,32,Bailable y positivo,1.5224,2.5356
Django,A l'envers,33,Bailable y positivo,0.9017,1.3177
Fito Paez,11 Y 6,0,Bailable y positivo,0.2961,0.4012
Mr.Children,秋がくれた切符,39,Intenso y oscuro,-0.7991,-0.7856
Death,Lack of Comprehension,46,Intenso y oscuro,0.6539,-1.3994
Samuca e a Selva;Luedji Luna,"Fé Cega, Faca Amolada",32,Bailable y positivo,0.6328,1.5501
Rodolfo Abrantes,De Malas Prontas,44,Intenso y oscuro,-0.2448,0.2375
Carlos Gardel,Cuesta Abajo,21,Acústico y calmado,-1.5989,1.4894
Adam Jensen,I'm a Sucker for a Liar in a Red Dress,53,Bailable y positivo,0.8575,1.0238
Cesária Evora,Tudo Tem Se Limite,23,Acústico y calmado,-0.5506,1.6586
Frozen Soul,Twist the Knife,24,Intenso y oscuro,-0.8133,-2.6145
Aerosmith,Walk This Way,75,Bailable y positivo,1.5688,0.9706
Dona Ivone Lara,Alguém Me Avisou/Acreditar/Sonho Meu,47,Bailable y positivo,0.5682,0.9519
Obituary,Redneck Stomp,51,Intenso y oscuro,-0.5308,-2.018
Alberto Morán;Francisco Canaro;Orquesta Osvaldo Pugliese,La ultima copa,15,Acústico y calmado,-1.8832,0.8254
Chris Tomlin,History,39,Intenso y oscuro,0.4694,-0.3902
The Chemical Brothers;Lindstrøm;Prins Thomas,Swoon - Lindstrom & Prins Thomas Remix / Edit,11,Bailable y positivo,1.0475,1.5432
The Everly Brothers,Devoted to You,55,Acústico y calmado,-1.1561,1.6539
Keyakizaka46,猫の名前,27,Bailable y positivo,1.334,0.3986
Brings,Sünderlein,0,Intenso y oscuro,1.2115,-0.6601
ILLENIUM;Bahari,Crashing (feat. Bahari),57,Intenso y oscuro,-0.0991,-0.0944
Lagosta Bronzeada,Nosso Amor - Ao Vivo,38,Intenso y oscuro,0.1156,-0.3307
Kiko Chicabana,Não Vale um Real,45,Bailable y positivo,2.0854,0.4117
Omar S,Ready My Black Asz,26,Intenso y oscuro,0.7242,-0.4958
Dinos,Tulum,0,Bailable y positivo,0.9223,1.1062
The Magician;Years & Years;Mark Ralph;Stephen Fasano,Sunlight - Radio Edit,0,Intenso y oscuro,0.8894,-0.603
Johnny Stimson,Flower,55,Bailable y positivo,-0.1303,0.2618
Mad Caddies,Mary Melody,31,Intenso y oscuro,1.1357,-0.8277
Limsa d'Aulnay;JeanJass,Ca M'arrange,32,Bailable y positivo,1.337,1.4178
Endymion;Art Of Fighters;Lilly Julian;ANDY SVGE,A New Today - ANDY SVGE Remix,18,Intenso y oscuro,0.4437,-0.8421
Ty Dolla $ign;FKA twigs;Skrillex;Kanye West,"Ego Death (feat. Kanye West, FKA twigs & Skrillex)",65,Directo y hablado,1.0947,-0.5726
Grupo Fundo De Quintal,Amar É Bom,36,Bailable y positivo,0.3726,0.6022
Wiz Khalifa;Girl Talk,Big Daddy Wiz,0,Bailable y positivo,1.9357,1.2461
Boris Brejcha,Keep Rollin,47,Intenso y oscuro,0.0251,-0.9615
Cody;Heart;Mr. Primm;Scatter;Paleontologist Paloma,Dinosaur Bones,26,Bailable y positivo,2.0502,0.6938
Girl Pusher,Reformed Hellraiser,18,Intenso y oscuro,-0.2583,-2.084
Rend Collective,"10,000 Reasons",45,Acústico y calmado,-1.3953,1.0028
Nogizaka46,あらかじめ語られるロマンス,18,Bailable y positivo,1.0825,0.4329
Ceephax Acid Crew,Darqcyde,11,Intenso y oscuro,0.6415,-0.1514
Nirvana,About A Girl,64,Directo y hablado,1.3668,-1.2711
Astrix;Antinomy,Acid Rocker - Antinomy Remix,35,Intenso y oscuro,-0.0004,-1.385
Dusty Decks,Move Your Hands,39,Bailable y positivo,-0.7297,0.6348
WowKidz,Ek Madari Aaya,20,Bailable y positivo,1.0422,2.8009
NICO Touches the Walls,Diver,56,Intenso y oscuro,0.6916,-1.1233
The Jacksons,Shake Your Body (Down to the Ground) - Single Edit,57,Bailable y positivo,2.0507,0.4374
bekcha,Apthero Awastha,42,Bailable y positivo,-0.2833,2.1965
"Original (German) Cast of ""Tanz Der Vampire""","Bitte, meine Herren!",24,Acústico y calmado,-2.1816,0.731
Darlene Zschech,At the Cross,35,Acústico y calmado,-1.6565,-0.5651
Glenn Underground,Man on Fire,9,Intenso y oscuro,0.593,-0.5958
Icona Pop,All Night,60,Directo y hablado,1.8429,-1.5089
EDDIE;Voicians,Night Runners,39,Intenso y oscuro,0.203,-1.1001
Quicksand,Too Official,25,Intenso y oscuro,0.7275,-0.5414
Novo Som,Meu Universo / Venha Ser Feliz - Ao Vivo,33,Intenso y oscuro,-0.2771,-1.512
Floyd Cramer,Georgia on My Mind,12,Acústico y calmado,-3.5599,0.1041
